Address,Email Address,License Validity,Name,Official Representative,Status,Tel No/s,Website
"561 CARLOS PALANCA ST QUIAPO, MANILA",,to 11/10/1984,ACTION MANPOWER MANAGEMENT CORPORATION  Private Employment Agency,MR ANTHONY U QUE,Forever Banned,,
GF & 2F 1256 BATANGAS ST BGY SAN ISIDRO MKT ,,3/27/2000 to 3/27/2002,"ACTIVE LINK MANPOWER RESOURCES INTERNATIONAL, INC. Private Employment Agency",BUENA B DELA CRUZ,Revoked,7294023 / 8171826,
"GF,#1817 & RM302 #1828 SN MARCELINO ST MALATE MLA ",antonio_corpuz@hotmail.com,12/9/2006 to 12/8/2010,ACTIVE MANPOWER & GENERAL SERVICES Private Employment Agency,ANTONIO C CORPUZ,Cancelled,5360066,None
RM 201 MERCHANT BLG.509 FAURA ST ERMITA MLA ,actworks@pacific.net.ph,12/4/2006 to 12/3/2010,"ACTIVE WORKS, INC. Private Employment Agency",WILFREDO H. PACRES,Cancelled,5362172/ 5227417,www.activeworks.com.ph
"1870 F.T. BENITEZ ST. MALATE, MANILA",TESS-ADS@PACIFIC.NET.PH /TESSADS@YAHOO.COM,10/18/2007 to 10/17/2011,AD`S OVERSEAS PLACEMENT AGENCY Private Employment Agency,MA THERESA P DELA CRUZ,Cancelled,559-8538/559-8476,None
RM.202-203 CK SY DIAMOND BLDG. 156 LIBERTAD PASAY ,,8/30/1996 to 8/30/1998,ADAM-C MANPOWER CORPORATION  Private Employment Agency,MR RODOLFO V TORRES,Delisted,8338822,
"1101 11F SAGE HSE 110 RUFINO ST LEGASPI VILLAGE, MAKATI",adamsonphil@eastern.com.ph,10/24/2015 to 10/23/2019,ADAMSON (PHIL) INC Manning Agency,MR MILTON A ADAMSON,Valid License,(02) 8162316 / 8160794 / 09178907663,www.adamsonphil.com
"GF RENAISSANCE BLG JALANDONI ST JARO, ILOILO",adana_ilo2@yahoo.com/clairemagon@yahoo.com,4/28/2012 to 4/27/2016,ADANA MANPOWER SERVICES CORPORATION (FORMERLY ADANA MANPOWER SERVICES) Private Employment Agency,EMMA M. VICTORIA,Cancelled,(033) 3294424/ 5211570/ 5215791,None
1155A ENRIQUEZ BLDG QUEZON AVE QUEZON CITY,,12/29/1987 to 12/29/1989,ADARNA MANPOWER & RESOURCES INC  Service Contractor,MR ZOSIMO P CASTOR,Delisted,,
"5F PILAR BLDG 148 AMORSOLO ST. LEGASPI VILLAGE, MAKATI",addinter@pacific.net.ph,3/15/2004 to 3/14/2008,ADD INTERNATIONAL SERVICES INC Service Contractor,JACQUES A. DUPASQUIER,Delisted,8133000/ 8176754/63,add.com.ph
SUITE 303 MARDECOR BLDG 509 P.FAURA ERMITA MLA. ,,11/28/1995 to 11/27/1997,ADDISC INTERNATIONAL INC (FOR ADDISC ENTERPRISES INC) Private Employment Agency,MR IGNACIO SOL CRUZ II,Delisted,501310 / 571570,
BLG 17 ANNX D MARIANO INDSTRL COMP ALBNG ZPTE RD LAS PIÃ‘AS,ANTHONY.CATAJAN@ADEC-GROUP.COM,9/7/2007 to 9/7/2008,ADEC TECHNICAL SOLUTIONS INC (FORMERLY AMERICAN DATA EXCHANGE EMPLOYER`S SO Private Employment Agency,ANTHONY A. CATAJAN,Delisted,8427291,WWW.ADEC-TECHNICAL.COM
"S601 MA NATIVIDAD BLG 470 TM KALAW COR CORTADA ST ERMITA, MANILA",adfil@kyowaflt.com,6/7/2017 to 6/6/2021,ADFIL SHIPMANNING & MANAGEMENT CORP Manning Agency,CAPT. NILO V. DU,Valid License,(02) 5671834 to 35/ 09397804443/ 09175510469,N/A
"18 MASIGLA ST DILIMAN, QUEZON CITY",,to 2/22/1984,ADIONG INTERNATIONAL & DEVELOPMENT CORPORATION Construction Contractor,ENGR MAMINTAL M ADIONG,Cancelled,990954,
"2F&3F NICFUR BLG 1988 TAFT AVE MALATE, MANILA",adman_hr@yahoo.com,6/17/2010 to 6/16/2014,"ADMAN HUMAN RESOURCES PLACEMENT AND PROMOTIONS, INC. Private Employment Agency",MS ADELAIDA C MANABAT,Cancelled,813-1617,None
"S1405 & 1406, ERMITA CENTER BLDG 1350 ROXAS BLVD ERMITA, MANILA",manila@avatarmaritime.com/crew@avatarmaritime.com,9/9/2016 to 9/8/2020,ADMIMAN MANNING INC Manning Agency,MARIA CELESTE E SAGOSO,Valid License,5672282/5672292/5672922/ 09292884273/09271497318,www.avatarmaritime.com
"UNITS 8A & 8B, 8/F, GMA LOU-BEL PLAZA, 7514 BAGTIK SAN ANTONIO VILLAGE, MAKATI",admiralmanila@gmail.com,4/7/2016 to 4/6/2020,ADMIRAL OVERSEAS EMPLOYMENT CORPORATION Private Employment Agency,ELLEN M TIAMZON,Valid License,843-1448,None
B16A LT2 PH 111-E LANGARAY COR PADAS KALOOKAN CITY ,,12/14/2002 to 12/13/2006,"ADMIRALE HUMAN RESOURCES, INC. Private Employment Agency",ADELMIRA DE LEON UMEDA,Delisted,2878792/ 2877967,None
"RMS K & M RAMAGI BLDG 1081 P GIL ST PACO MANILA PACO, MANILA",adnanintl1998@gmail.com,8/2/2015 to 8/1/2019,ADNAN INTERNATIONAL MANPOWER SERVICES CORPORATION Private Employment Agency,LORNA H ELKAHLOUT,Valid License,5265564 / 5366543/ 09177440990,NA
"2208 SINGALONG ST MALATE, MANILA",None,10/5/1994 to 10/4/1996,ADVANCE ENGINEERING CORPORATION Construction Contractor,MR JESUS S MANEGO,Delisted,02-802-2501 / 403-4728,None
2F 35-I GENERAL AVE GSIS VILLAGE PROJECT 8 QUEZON CITY,info@advancegrouplink.com,4/16/2017 to 4/15/2021,ADVANCE GROUP LINK MANPOWER SERVICES INC Private Employment Agency,CERES L. RIVERA,Valid License,961-6434/ 0939-9250064 (mobile),www.advancegrouplink.com
"NO 20 REAL ST COR NORTH ROAD CUBAO, QUEZON CITY",,2/15/2002 to 2/15/2004,ADVANCE MANPOWER INTERNATIONAL Private Employment Agency,ELENITA M CORTEZ,Delisted,7218175,None
"#5 MORNING GLORY STREET, BRGY. PILAR VILLAGE LAS PIÃ‘AS",infoadvanceproductionsinc.com,9/24/2015 to 9/23/2019,ADVANCE PRODUCTIONS INC Private Employment Agency,MR MAGDALINO Q GADRINAB,Valid License,(02)8058716 /8 09177089400 / 09209674755,www.advanceproductionsinc.com
"S201 2/F PIERRE&PAUL BLDG 505 A FLORES COR MABINI ERMITA, MANILA",asims2012@yahoo.com,3/29/2016 to 3/28/2020,ADVANCE STEP INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,RUEL F LUCAS,Valid License,0908-8205650/ 0915-8463112 (mobile),None
"RM. 110 G/F REGINA BLDG., 410 BURKE ST. COR. ESCOL BINONDO, MANILA",,3/26/2001 to 3/26/2003,ADVENT MARITIME SHIPPING AND GEN. SVCS. INC. (for. ANGELIC MARINE SERVICES  Manning Agency,MARIA B ZAPATA,Delisted,2454251/ 2454772,None
"8H,7G&4D SANTIAGUEL BLG,182 REAL PAMPLONA, LAS PIÃ‘AS",,2/26/2002 to 2/26/2004,ADVENTURE PLACEMENT & PROMOTION CO Private Employment Agency,JESSICA A QUILAPIO,Cancelled,8739611/8735521,None
"UNIT 3-B/C,3F, 1377 A MABINI COR STA MONICA STS ERMITA, MANILA",aegeanmpi@gmail.com,7/16/2016 to 7/15/2020,AEGEAN CREWING INC (FORMERLY AEGEAN MARINE PROVIDERS INC) Manning Agency,BIBIANO O. REYNOSO IV,Valid License,5253445 / 5253241,NA
"B1 L5, VICTORIA SPRINGVILLE HTS, PH5, MOLINO, BACOOR CITY, CAVITE",manning@aegiscrew.com.ph,8/6/2015 to 8/5/2019,AEGISCREW MANNING INC(FORMERLY GREAT MARITIME SHIPMANAGEMENT INC) Manning Agency,CAPT REYNOLD L TORRES,Valid License,(02) 5534668/ (02) 4784458,www.aegiscrew.com
"2F SAIL CTR COMM COMPLEX NORTH RECLAMATION AREA CEBU CITY, CEBU",NA,8/14/2008 to 8/13/2012,AELA INTERNATIONAL MANPOWER SERVICES Private Employment Agency,RUBY L.BACUS,Suspended,(032)2382137,NA
3/F MACRIMA BLDG.1666ESCUELA COR.EDSA MKTI CITY ,,1/3/2000 to 12/23/2001,AENAOS SHIPPING SERVICES INC Manning Agency,CAPT DANILO P VENIDA,Delisted,8821474 / 8821479,None
"GF, YMC BLDG, 2320 PASONG TAMO EXTENSION MAKATI",aainternational@pldtdsl.net,10/10/2014 to 10/9/2018,"AERO ALLIED INTERNATIONAL, INC. Private Employment Agency",MA PAULA L SAN AGUSTIN,Valid License,893-8625/843-9616,None
"SUITE 306 MERCHANT CENTER BLDG P.FAURA ERMITA, MANILA",,6/18/1986 to 6/18/1988,AFFILIATED INTERNATIONAL AGENCIES  Private Employment Agency,MS LETICIA B LE MOIGNE,Forever Banned,5219443 / 5219445,
"BUILDING A&B, 2230 SINGALONG STREET MALATE, MANILA",afrcorp@pacific.net.ph,11/25/2014 to 11/24/2018,AFR RESOURCES & MANPOWER DEVELOPMENT CORP. Private Employment Agency,MR ALBERTO F REYES,Valid License,4008309/3385754,www.afrmanpower.com
"R207,207A,211, 213, 217 & 218A, 2/F, GEDISCO CENTR ERMITA, MANILA",None,8/31/2010 to 8/30/2014,AFT INTERNATIONAL MANPOWER SERVICES Private Employment Agency,BADRIYA S YAHSIN,Cancelled,3021104/ 5233150 (telefax),None
UNIT G-41 SOUTH STAR PLAZA SUPERHIGHWAY MAKATI ,,4/8/2001 to 4/7/2003,AGAPE PERSONNEL INTERNATIONAL INC Private Employment Agency,RODRIGO P GOMEZ,Delisted,8171201 / 8437112,None
"814 EARNSHAW ST SAMPALOC, MANILA",,to 3/12/1984,AGE CONSTRUCTION COMPANY INC (ACE GLOBE MGT & SERVICES INC) Construction Contractor,MR EDUARDO ESCOBAR JR,Inactive,611687,
"ROOM 208 2ND FLOOR L & S BUILDING 1414 ROXAS BLVD ERMITA, MANILA",aigec2018@gmail.com,12/13/2017 to 12/13/2019,AGE INTERNATIONAL GULF EMPLOYMENT CO Private Employment Agency,FELIPE DE LEON VENTURA,Valid License,(02) 3101080 / 09985650858,N/A
"1655-1657 ESPANA ST SAMPALOC, MANILA",,9/4/1996 to 9/3/1998,AGF MANPOWER DEVELOPMENT CORPORATION  Private Employment Agency,MR WILFREDO T SALAZAR,Delisted,,
"1175 LORENZO GUERRERO ST COR ARQUIZA ST ERMITA, MANILA",,to 11/26/1987,AGGREGATE EMPLOYMENT & SERVICES CORPORATION Private Employment Agency,MS MARY L YORO,Cancelled,5216675,
"GF AND UNITS 2B & 201, 2/F WOODLAND PARK COND.3906 MAKATI",agile@agilecrew.com,11/9/2016 to 11/8/2020,AGILE MARITIME RESOURCES INC (FOR PII MARITIME SVCS INC) Manning Agency,MS IMELDA BARCELONA,Valid License,7381608/ 7381607/ 8890251,www.agilecrew.com
2F JERR BLG 511 ALONZO ST MALATE MANILA ,jerr_services@yahoo.com,12/19/2014 to 12/18/2018,AGILITY INTERNATIONAL MANPOWER SOLUTION (AIMS) INC (FORMERLY JERR SERVICES) Service Contractor,LORENZO P. LANGOMEZ,Valid License,5212996 5218928,http
"RMS 400,409,411 GEDISCO CTR 1564 A.MABINI MLA ",,12/14/1993 to 12/13/1995,AGM INTERNATIONAL SERVICES CO  Service Contractor,MS VICTORIA M CANLAS,Delisted,592555 / 506306,
"2ND FLOOR, Z.L. BLDG, 834 E. ZOBEL COR J.P. RIZAL  MAKATI",amarco1981@yahoo.com,5/9/2012 to 5/8/2016,AGUILA MANAGEMENT & RESOURCES CORPORATION Private Employment Agency,NORMA DEL MUNDO,Cancelled,5533330,None
"1202-I & J, GENERAL LUNA STREET ERMITA, MANILA",info@aguinaldoagency.com,3/5/2014 to 3/5/2018,AGUINALDO RECRUITMENT AGENCY INC Private Employment Agency,ROSEMARIE V POLICARPIO,Valid License,5237905/ 5233811,www.aguinaldoagency.com
137 YAKAL ST MAKATI,,to 5/24/1985,AGVILL RESOURCES INC  Service Contractor,MR RENE AGUILA,Delisted,,
2/F AURORA BLDG ALABANG ZAPOTE ROAD MUNTINLUPA,,3/18/2002 to 3/18/2004,"AHEAD INTERNATIONAL EMPLOYMENT, INC. Private Employment Agency",MA. LOURDES J LASAM,Delisted,772-5606,None
S202 2F SEKAI CTR 368 ORTIGAS AVE COR MADISON ST SAN JUAN,NA,5/19/2008 to 5/19/2009,AHP RECRUITMENT INTERNATIONAL PHILS CORP Private Employment Agency,MICHAEL J. DALUMPINES,Delisted,7268776/7233870,NA
2ND FLR ENZO BLDG 399 SEN GIL PUYAT AVE MAKATI,,12/27/1987 to 1/2/1990,AI MANPOWER SERVICES INC (AYALA INT`L MANPOWER SERVICES INC) Service Contractor,MR ENRIQUE ZOBEL,Delisted,8162633 / 8162641,
"GROUND FLOOR, #43 KAMUNING ROAD QUEZON CITY",aimhighintlplacementcorp.aimhigh@yahoo.com,12/18/2014 to 12/17/2018,AIM HIGH INTERNATIONAL PLACEMENT CORPORATION Private Employment Agency,,Cancelled,(02) 3986244,None
"U-C 7/F UNIOIL CTR CONDO MUNTINLUPA CITY AYALA ALABANG, MUNTINLUPA",None,12/12/2008 to 6/11/2009,AIM MANILA FEDERATED INC Private Employment Agency,RAUL ENRIQUE B.CONCEPCION,Delisted,7712003-2007,None
3F MARINE CTRL BLDG MAGALLANES ST INTRAMUROS MANIL ,,7/30/1997 to 7/30/1999,AIMS SHIPMANAGEMENT CORPORATION  Manning Agency,NIERESA A CABAHUG,Delisted,5268004 / 5273760,
"RM 505 GEDISCO TERRACE,1148 R BLVD. ERMITA, MANILA",None,12/18/2000 to 12/18/2002,AIMS WORLD MANAGEMENT CORP. Private Employment Agency,NIERESA A CABAHUG,Cancelled,3022570 (TELEFAX),None
"2646-A TAFT AVE MALATE, MANILA",,to 12/3/1989,AIR SEA MULTI-SERVICES CORPORATION  Private Employment Agency,MR FRANK P SANTOS,Delisted,,
"4F DIONES BLDG 3709 BAUTISTA ST PALANAN, MAKATI ",,6/30/2003 to 6/29/2007,"AIRA INTERNATIONAL AGENCY, INC.(FORMERLY ALGHAMDI INTL REC AGENCY INC) Private Employment Agency",MARIAM SALIK,Cancelled,7298496 / 7298498,
NO. 142 MINDANAO AVE. QUEZON CITY ,,4/6/2000 to 4/6/2002,AIRBUS MANPOWER SERVICES  Private Employment Agency,JOY G MAGDURULAN,Revoked,9208518 / 9208522,
"R202,205,208,300A&302 GEDISCO 1564 MABINI ST ERMITA, MANILA",aisis_manpowerinc@yahoo.com,6/7/2010 to 6/6/2014,"AISIS INTERNATIONAL MANPOWER, INC. Private Employment Agency",NOEMI B MIRAFLOR,Cancelled,5266097/3021019/3021392/3021394,None
SUITE7 GALERIA FUENTE GEN.MAXILOM AVE. CEBU CITY ,aisyah@cebu.i-next.net & aisyah94@yahoo.com,5/25/2003 to 5/24/2007,AISYAH TRADING & SERVICES Private Employment Agency,MUHD RASYID BIN ABDULLAH,Delisted,(032) 2560655 (telefax)4125185,None
TORRE DE SALCEDO BLDG SALCEDO ST MAKATI,,to,AJ LEDESMA CONSTRUCTION CORPORATION  Construction Contractor,,Inactive,858483 / 891635,
101 TINDALO ST MAKATI MANILA ,,to 1/23/1988,AJE MANAGEMENT & TECHNICAL SERVICES  Private Employment Agency,EDILBERTO PONSE,Forever Banned,,
L12 B4 P5B B CRISTOBAL ST GATCHALIAN SUB LAS PIÃ‘AS,admin@ajmplacement.com/info@ajmplacement.com,5/31/2014 to 5/30/2018,"AJM PLACEMENT & RECRUITMENT AGENCY, INC. Private Employment Agency",JENNIFER HIROKO ISHIYAMA,Valid License,8297008/ 2380311/ 09176536699/ 09199914828,www.ajmplacement.com
"MEZZANINE A, C,K. SY DIAMOND BLDG 156 LIBERTAD ST PASAY CITY",MAGNO_SEVEN@YAHOO.COM,6/29/2006 to 6/28/2010,AKAMON MANPOWER SERVICES INC (FORMERLY SEVEN SEAS MANPOWER SERVICES CORP) Private Employment Agency,SINFOROSO T MAGNO JR,Delisted,5561156 (TELEFAX),None
2ND FLR SMS ANNEX BLDG G.PUYAT AVE MAKATI,,9/20/1996 to 9/19/1998,AKAMSA INTERNATIONAL INC  Private Employment Agency,SEVERINO C FRANCISCO,Delisted,8185796 / 8185797,
"RM 401 4FLR NFWCP BLDG 962 J LLANES ESCODA ST MALATE, MANILA",akirocompany@gmail.com,3/5/2017 to 3/4/2021,AKIRO INTERNATIONAL MANPOWER SERVICES CO Private Employment Agency,CHRISTINE JOY L ROSARIO,Valid License,4980602/ 09952946979,None
MANILA ,,8/24/1998 to 8/23/2000,AL AMEER INTERNATIONAL SERVICES Private Employment Agency,MS MA THERESA JAVIER,Denied Renewal,5251504 / 5265777,None
RMS.203 & 204 EDSOL SEYER 1175 A.MABINI ERMITA ,,4/21/2000 to 4/20/2002,"AL AMIN INTERNATIONAL MANPOWER SERVICES, INC. Service Contractor",MR AMIN S ALI,Delisted,5247298/ 5247310,None
"S8,12,14&20 (GF) MIDLAND PLAZA COND, M. ADRIATICO ERMITA, MANILA",None,8/23/2007 to 8/22/2011,AL ANWAR INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,ESTELITA P CUADRA,Cancelled,526-6226/ 5265749,None
82 UNIT B LIBERTAD ST MANDALUYONG CITY ,,7/25/1996 to 7/24/1998,AL ASSAF INTERNATIONAL MANPOWER MANAGE- MENT & GENERAL SERVICES CORPORATION Service Contractor,BERNARDO S LINGAT,Delisted,5314054 / 5313321,
"2656 TAFT AVE. MALATE, MANILA",alassal@skyinet.net & alassal@alassalmanpower.com,10/18/2014 to 10/17/2018,"AL ASSAL MANPOWER, INC. Service Contractor",ARLENE D ALIMORONG,Valid License,5363480/ 5266680/ 5239006,alassalmanpower.com
"RM 1502, METROPOLITAN TOWER, 1746 A MABINI ST MALATE, MANILA",alawael.mgt2014@yahoo.com/alawael.mgt2014@gmail.co,10/15/2014 to 10/14/2018,"AL AWA`EL INTERNATIONAL MANPOWER, INC. Private Employment Agency",ROWENA ROTAIRO-MUHSEN,Valid License,3101271/ 0919-2248888/ 0915-3770838 (mobile),None
"RMS 504, 505 & 506 5/F JALANDONI BLDG 1444 A MABIN ERMITA, MANILA",alaxaintl@yahoo.com,9/5/2017 to 9/5/2019,AL AXA INT'L MANPOWER SERVICES INC Private Employment Agency,ALEXANDER D FERNANDEZ,Valid License,2427173,None
3RD FLOOR MRDC BLDG 85 GIL PUYAT AVENUE PALANAN MAKATI,albatra@albatra-agency.com,3/19/2014 to 3/19/2018,AL BATRA RECRUITMENT AGENCY INC. Private Employment Agency,,Valid License,8875981,www.albatra-agency.com
U104&301A JOLLILAND CND SN ROQUE ST 670EDSA PASAY PASAY CITY,NA,4/9/2009 to 10/28/2009,AL BURJ INTERNATIONAL MANPOWER INC Private Employment Agency,JONALYN O. REOLIZO,Delisted,8040528,NA
"M-1557 & M-1561, LUZ J HENSON BLDG. A MABINI ST. ERMITA, MANILA",None,12/5/2007 to 12/4/2011,AL FARABI MANPOWER SERVICES INC. (FOR AL FARABI MANPOWER SERVICES) Private Employment Agency,ROWENA C NUQUI,Cancelled,4041426 / 4041427,None
"GF & 2F, AMD TOWER, 1715 F. AGONCILLO ST MALATE, MANILA",gizzamanila@yahoo.com,3/10/2014 to 3/9/2018,AL GIZZA INTERNATIONAL MANPOWER SERVICES Private Employment Agency,VIOLY SOLIVEN KHOLOUL,Valid License,5247515/ 526-6502/ 526-7798/ 09173439788,N/A
"R404,414,416 GEDISCO CTR 1564 A MABINI ST  ERMITA, MANILA",sales@alhirsh.com,3/23/2004 to 3/22/2008,AL HIRSH MANPOWER SERVICES INC Private Employment Agency,OLIVIA M HIRSH,Cancelled,4501473/4501475/4501456,www.alhirsh.com
"GROUND FLOOR, LLIZK BUILDING, 428 U.N. AVENUE ERMITA, MANILA",aljazira_saeed@yahoo.com,6/17/2014 to 6/16/2018,AL JAZIRA MANPOWER SERVICES Service Contractor,LEAH V ALQAHTANI,Valid License,2540405 / 2540406 / 09178379877,www.aljaziramanpower.com
2630 ROCKEFELLER ST MAKATI,,to 12/13/1987,AL KHALEEJ INTERNATIONAL  Private Employment Agency,MR BERNARDO G MARCHAN,Forever Banned,,
"4F & 6F, KING'S BLG, 2218 F B HARRISON COR WILLIAM PASAY CITY",info.ph@almanafinternational.com,10/30/2016 to 10/29/2020,AL MANAF INTERNATIONAL MANPOWER CORP (FORMERLY MANAF INTERNATIONAL MANPOWER Private Employment Agency,EDWINA L. LIWAG,Valid License,2749311 - 12/ 7482845,www.almanafinternational.com
SUITE 1094-1095 VV SOLIVEN BLDG EDSA SAN JUAN,,5/21/1986 to 5/21/1988,AL MANPOWER SERVICES & TRADING CORP  Service Contractor,MR JULIO A MUTUC,Delisted,,
"R201,202,203&204 JALANDONI BLG, 1444 A. MABINI ERMITA, MANILA",AL_MILADI@YAHOO.COM,6/8/2007 to 6/7/2011,AL MILADI MANPOWER SERVICES INC Private Employment Agency,TESSIE L. ROMBINES,Cancelled,5265689/ 5265624,None
"GF, JKK PACIFIC TOWER, 1689 J. BOCOBO STREET MALATE, MANILA",almustaqbal.23@gmail.com,2/8/2016 to 2/7/2020,AL MUSTAQBAL INTERNATIONAL INC (FORMERLY SC LIBAO INTERNATIONAL PROMOTION A Private Employment Agency,CATALINA S CERBITO,Valid License,241-1341/ 354-6265,None
"GF ROYAL LUCKYLAND REALTY CORP BLG 1859 LM GUERERO MALATE, MANILA",alnossor.manpower.ph@gmail.com,11/18/2015 to 5/17/2016,AL NOSSOR INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,ATTY VISITACION P LAQUIAN,Delisted,(02) 5644679 / 09482240618,None
"2654-D, LEVERIZA STREET MALATE, MANILA",alrafedain_manpower@yahoo.com,10/19/2014 to 10/18/2018,AL RAFEDAIN MANPOWER INTL CORPORATION Private Employment Agency,GUADA H SALAO,Valid License,310-9207/ 310-3674/0917-8669690 (mobile),None
"2F TETRA GLOBAL BLDG #1616 VASQUEZ COR PEDRO GIL S MALATE, MANILA",alromaithimanpower@yahoo.com,7/29/2014 to 7/28/2018,AL ROMAITHI INTERNATIONAL MANPOWER SERVICES INC FORMERLY DYNAMIC ACHIEVERS Private Employment Agency,GIGI L. SAVET,Valid License,354-2892,alromaithimanpower.biz
"S409 &412 (4F), L&S BLG, 1414 ROXAS BLVD ERMITA, MANILA",altaka365@ymail.com,8/16/2015 to 8/15/2019,"AL TAKA MANPOWER SERVICES, INC.(FOR. NBH INTERNATIONAL MANPOWER SERVICES) Private Employment Agency",JASMINE B. QUIMZON,Valid License,5211034/3136962/3139563,None
"R407,411&1562G GEDISCO CTR 1564 MABINI ST ERMITA ",lou_altawam@yaho.com,6/30/2003 to 6/29/2007,AL TAW-AMM MANPOWER SERVICES Private Employment Agency,LOURDES M BUELO,Cancelled,4009460,None
"2ND FLOOR , ARVENT BLDG., 1375 GEN. LUNA ST. PACO, MANILA",None,7/7/2011 to 7/6/2015,"AL-ABEER MANPOWER SERVICES, INC. Private Employment Agency",NOEMI E DADUYO,Cancelled,400-6004,None
"R1,2,102,103&302 JALANDONI BLG.1444 MABINI ERMITA, MANILA",philalahramgroup.net,10/9/2010 to 10/8/2014,AL-AHRAM INTERNATIONAL GROUP SERVICES INC Private Employment Agency,MARIE LYNETTE SYJUCO,Cancelled,5365908/ 5244712,www.alahramgroup.net
"GF&2F,MDSE BLG1, 2197 ALABASTRO,SAN ANDRES BUKID MANILA",alalamia.ims@gmail.com,9/28/2014 to 9/27/2018,AL-ALAMIA INTERNATIONAL MANPOWER SERVICES Private Employment Agency,ERNESTO E SUAREZ,Valid License,230-9648/ 230-9649/ 09178239292,www.alalamia.ph
"RM 306&406 JALANDONI BLDG SALAS COR. MABINI ERMITA, MANILA",None,1/5/1999 to 1/24/2001,AL-ARAB INTERNATIONAL SERVICES (FOR CHACKNAM INTL SVCS) Private Employment Agency,MS JOSEPHINE T MOTIN,Delisted,5261257 / 5284379,None
"U901,915-916,1151 MH DEL PILAR COR N SRA DE GUIA ERMITA, MANILA",alba_international@yahoo.com,3/6/2016 to 3/5/2020,ALBA INTERNATIONAL PLACEMENT SERVICES INC. (FOR. BRIGHT FUTURE Private Employment Agency,JULIETA M BARIUAN,Cancelled,4043746/ 703-7897/ 0928-3231819,None
1735 DIAN ST MAKATI,,6/25/1996 to 6/24/1998,ALBA MANPOWER & GENERAL SERVICES  Private Employment Agency,MS ALODIA LOVINA BATHAN,Delisted,8313056 / 8318592,
"U-A4 SINAGOGA BLG 481 SINAGOGA & DEL PILAR ST MALATE, MANILA",None,2/5/2004 to 2/4/2008,AL-BADYAH MANPOWER INTERNATIONAL SERVICES Private Employment Agency,MA ANNABELLE E ESTEBAN,Cancelled,5248005/ 5247196,None
"2649 MOLAVE ST,UNITED HILLS VILL PARAÃ‘AQUE",acctg@albargroup.com.ph,7/11/2016 to 7/10/2020,ALBAR SHIPPING & TRADING CORPORATION Manning Agency,JOSE ALBAR G. KATO,Valid License,8232391 / 8232396,www.albargroup.com
"ROOMS 601&602, MRS BUILDING 1431 A MABINI STREET ERMITA, MANILA",al_bayanintlmanpoweragency@yahoo.com,3/16/2015 to 3/16/2019,AL-BAYAN INTERNATIONAL MANPOWER SERVICES CO Private Employment Agency,ODESSA BIRION PALMERO,Valid License,986-6655/ 806-2941,None
"No. 888 C RAYMUNDO AVE MAYBUNGA, PASIG CITY",,11/28/1999 to 11/27/2001,ALBEE SERVICES INTERNATIONAL CORP. (FOR. AL-JM SVCS. INT`L.) Private Employment Agency,ALFREDO B BENITEZ,Delisted,9150388 / 9150649,
U704 7F CHATEU DE BAEI 149 ROXAS BLVD COR AIRPORT PARAÃ‘AQUE,ALBERTO_OVERSEAS @YAHOO.COM,11/7/2007 to 11/6/2008,ALBERTO`S OVERSEAS AND EMPLOYMENT SERVICES Private Employment Agency,ALBERTO A. TANDUGON JR.,Cancelled,8531449,NA
"ROOMS 201 & 202 #570 PADRE FAURA STREET ERMITA, MANILA",None,5/5/2014 to 5/5/2015,ALBERTSON HUMAN RESOURCES CO Private Employment Agency,LUIS A DIEGO,Cancelled,5214404,robustusqdiego@yahoo.com
UNIT C VIOLETA COURT 2814 FB HARRISON PASAY CITY PASAY CITY,None,8/26/2014 to 8/25/2018,ALCARE MANPOWER SERVICES CORPORATION Private Employment Agency,JEANNIE C PARILLA,Valid License,8340281 / 8340284,None
63 ST MARK ST PERPETUAL VILL PULANG LUPA LS PNAS ,aleba_fmi@yahoo.com,7/14/2003 to 7/13/2007,ALEBA INTERNATIONAL MANPOWER  Private Employment Agency,ALEXANDER E BAUTISTA,Delisted,8727390/ 4712398,
"1860 A & B NEPOMUCENO BLDG L.GUINTO MALATE, MANILA",,to 6/5/1986,AL-EID MANPOWER SERVICES  Private Employment Agency,MR ALEJO I LABRADOR,Forever Banned,,
41 LINAW ST STA MESA HEIGHTS QUEZON CITY,,to 7/12/1986,ALEN ENGINEERING CORPORATION  Construction Contractor,MR ALFREDO LAGMAN JR,Delisted,,
"S2153-A & B TAFT BUSINESS CTR TAFT AVE MALATE, MANILA",None,8/22/2007 to 8/21/2011,AL-ETKHAN HUMAN RESOURCES & MANPOWER DEVELOPMENT Private Employment Agency,SUSAN C AL-DHALAIN,Cancelled,5212-233/5284867,None
"1641 & 1643-A SAN MARCELINO STREET MALATE, MANILA",haddad_alfaiz@yahoo.com,11/8/2010 to 11/7/2014,AL-FAIZ INTERNATIONAL MANPOWER SERVICES INC (FOR FOUR BROTHERS MANP SVCS IN Private Employment Agency,MS CLARITA S HADDAD,Cancelled,5257952 / 5251479,None
"8006 tANGUILE ST SAN ANTONIO VILL MAKATI, MAKATI",tiger2_966@yahoo.com,3/16/2007 to 3/15/2011,AL-FATIH MANPOWER INTERNATIONAL SERVICES Private Employment Agency,FATIMA F OLIMPO,Cancelled,8975034 / 8975039,None
